PROBEID,CHR,CHRLOC,SYMBOL
205806_at,chr11,62380213,ROM1
205807_s_at,chr1,151512781,TUFT1
205809_s_at,chr7,-123321997,WASL
205811_at,chr17,-62473902,POLG2
205812_s_at,chr2,108994421,SULT1C4
205813_s_at,chr10,-82031576,MAT1A
205814_at,chr7,86273230,GRM3
205815_at,chr2,-79384132,REG3A
205817_at,chr14,-61111417,SIX1
205818_at,chr9,-121928908,BRINP1
205819_at,chr2,119699745,MARCO
205820_s_at,chr11,116700624,APOC3
205821_at,chr12,-10524952,KLRK1
205824_at,chr11,111783460,HSPB2
205825_at,chr5,-95726040,PCSK1
205826_at,chr8,1993158,MYOM2
205827_at,chr3,-42299318,CCK
205828_at,chr11,-102706528,MMP3
205829_at,chr17,40703984,HSD17B1
205830_at,chr4,-141309607,CLGN
205831_at,chr1,117297086,CD2
205833_s_at,chr5,59783759,PART1
205837_s_at,chr4,-145030456,GYPA
205839_s_at,chr17,-56378588,BZRAP1
205840_x_at,chr17,-61994563,GH1
205841_at,chr9,4985245,JAK2
205844_at,chr6,-133001997,VNN1
205845_at,chr16,1203241,CACNA1H
205846_at,chr12,-70910632,PTPRB
205847_at,chr16,-2902728,PRSS22
205848_at,chr11,22688160,GAS2
205850_s_at,chr15,-26788694,GABRB3
205851_at,chr3,-48335589,NME6
205852_at,chr2,219824350,CDK5R2
205853_at,chr1,154975106,ZBTB7B
205854_at,chr12,3000033,TULP3
205855_at,chr3,44666511,ZNF197
205857_at,chr10,119000584,SLC18A2
205858_at,chr17,47572655,NGFR
205859_at,chr6,6588934,LY86
205861_at,chr19,50922195,SPIB
205863_at,chr1,-153346184,S100A12
205865_at,chr19,926037,ARID3A
205866_at,chr1,-27695601,FCN3
205868_s_at,chr12,112856536,PTPN11
205869_at,chr7,142457319,PRSS1
205870_at,chr14,96671135,BDKRB2
205871_at,chr2,-87237588,PLGLB2
205873_at,chr17,16120509,PIGL
205874_at,chr15,41786056,ITPKA
205876_at,chr5,-38475065,LIFR
205878_at,chr12,-51580719,POU6F1
205880_at,chr14,-30045687,PRKD1
205881_at,chr22,20748405,ZNF74
205883_at,chr11,113931288,ZBTB16
205886_at,chr2,-79312149,REG1B
205890_s_at,chr6,-29523389,UBD
205891_at,chr17,15848231,ADORA2B
205892_s_at,chr2,-88422508,FABP1
205894_at,chrX,-2852673,ARSE
205895_s_at,chr10,103911933,NOLC1
205896_at,chr5,131630145,SLC22A4
205898_at,chr3,-39304985,CX3CR1
205899_at,chr13,37005967,CCNA1
205900_at,chr12,-53068520,KRT1
205901_at,chr8,28174649,PNOC
205903_s_at,chr1,-154669942,KCNN3
205904_at,chr6,2880257,MICA
205906_at,chr17,-74132415,FOXJ1
205907_s_at,chr9,-95176527,OMD
205909_at,chr14,-50110270,POLE2
205910_s_at,chr9,135937365,CEL
205911_at,chr3,46919236,PTH1R
205912_at,chr10,118305428,PNLIP
205913_at,chr15,-90207600,PLIN1
205914_s_at,chr9,140033609,GRIN1
205916_at,chr1,-153430220,S100A7
205917_at,chr19,57702868,ZNF264
205918_at,chr2,220492292,SLC4A3
205919_at,chr11,-5289580,HBE1
205921_s_at,chr3,14444106,SLC6A6
205922_at,chr6,-133065009,VNN2
205923_at,chr7,-103112231,RELN
205924_at,chr1,-52373628,RAB3B
205927_s_at,chr1,206317459,CTSE
205928_at,chr19,-12540520,ZNF443
205929_at,chr1,-167022082,GPA33
205930_at,chr3,120461558,GTF2E1
205931_s_at,chr7,28452144,CREB5
205932_s_at,chr4,4861392,MSX1
205934_at,chr2,198669426,PLCL1
205935_at,chr16,86544133,FOXF1
205936_s_at,chr5,-176307870,HK3
205937_at,chr2,-27322221,CGREF1
205939_at,chr7,-99302660,CYP3A7
205940_at,chr17,-10531843,MYH3
205943_at,chr4,156824845,TDO2
205944_s_at,chr22,-19166987,CLTCL1
205945_at,chr1,154377669,IL6R
205946_at,chr7,-158820866,VIPR2
205948_at,chr20,-40701392,PTPRT
205949_at,chr8,-86240458,CA1
205952_at,chr2,26915581,KCNK3
205954_at,chr1,-165370159,RXRG
205957_at,chrX,153029651,PLXNB3
205959_at,chr11,-102813721,MMP13
205960_at,chr7,-95212809,PDK4
205961_s_at,chr9,-15470642,PSIP1
205962_at,chr3,196466728,PAK2
205963_s_at,chr16,4475806,DNAJA3
205965_at,chr14,75988784,BATF
205966_at,chr1,-109606998,TAF13
205967_at,chr6,26104176,HIST1H4C
205968_at,chr2,18059945,KCNS3
205969_at,chr3,151531861,AADAC
205970_at,chr16,56623267,MT3
205971_s_at,chr16,75252884,CTRB1
205972_at,chr3,50242692,SLC38A3
205975_s_at,chr2,177053307,HOXD1
205977_s_at,chr7,-143088205,EPHA1
205978_at,chr13,33590571,KL
205979_at,chr11,61976140,SCGB2A1
205980_s_at,chr22,45072688,PRR5
205981_s_at,chr4,184426220,ING2
205983_at,chr16,89687000,DPEP1
205984_at,chr5,76248680,CRHBP
205985_x_at,chr1,16370231,CLCNKB
205986_at,chr17,-79091096,AATK
205987_at,chr1,158259563,CD1C
205988_at,chr1,-160510884,CD84
205989_s_at,chr6,927718,MOG
205990_s_at,chr3,-55499743,WNT5A
205991_s_at,chr1,170633313,PRRX1
205992_s_at,chr4,142557749,IL15
205997_at,chr8,24151580,ADAM28
205999_x_at,chr7,-99354583,CYP3A4
206000_at,chr6,46761094,MEP1A
206001_at,chr7,24323807,NPY
206002_at,chrX,-19007425,GPR64
206004_at,chr20,2276613,TGM3
206007_at,chr1,186265405,PRG4
206008_at,chr14,-24718320,TGM1
206009_at,chr3,37493813,ITGA9
206010_at,chr10,115312778,HABP2
206012_at,chr1,-226124298,LEFTY2
206013_s_at,chr7,-100240726,ACTL6B
206018_at,chr14,29236278,FOXG1
206021_at,chr15,85174691,SCAND2P
206022_at,chrX,-43808024,NDP
206023_at,chr4,-56461398,NMU
206024_at,chr12,-122277433,HPD
206026_s_at,chr2,152214106,TNFAIP6
206027_at,chr1,-153519809,S100A3
206028_s_at,chr2,112656191,MERTK
206029_at,chr10,-92671857,ANKRD1
206030_at,chr17,3379296,ASPA
206031_s_at,chr12,6961291,USP5
206032_at,chr18,-28570052,DSC3
206034_at,chr18,61637263,SERPINB8
206035_at,chr2,61108752,REL
206037_at,chr9,-131595392,CCBL1
206038_s_at,chr3,14989236,NR2C2
206039_at,chrX,129305773,RAB33A
206042_x_at,chr15,25200135,SNURF
206044_s_at,chr7,-140433813,BRAF
206045_s_at,chr18,-31431064,NOL4
206046_at,chr2,207308368,ADAM23
206047_at,chr12,6949375,GNB3
206048_at,chr20,-18004796,OVOL2
206049_at,chr1,-169558088,SELP
206050_s_at,chr11,-494512,RNH1
206051_at,chr1,50574594,ELAVL4
206052_s_at,chr4,-1694527,SLBP
206054_at,chr3,186435098,KNG1
206055_s_at,chr15,-101821715,SNRPA1
206058_at,chr12,-299243,SLC6A12
206059_at,chr19,-23540498,ZNF91
206060_s_at,chr1,-114356433,PTPN22
206064_s_at,chr22,22020273,PPIL2
206065_s_at,chr8,-105391652,DPYS
206066_s_at,chr17,56769963,RAD51C
206067_s_at,chr11,-32409322,WT1
206068_s_at,chr2,-211052716,ACADL
206070_s_at,chr3,89156674,EPHA3
206072_at,chr2,-27530265,UCN
206073_at,chr3,-15491640,COLQ
206074_s_at,chr6,34204577,HMGA1
206077_at,chr7,-142638201,KEL
206078_at,chr3,123813558,KALRN
206079_at,chr1,-241792167,CHML
206081_at,chr15,65914270,SLC24A1
206082_at,chr6,2811904,HCP5
206083_at,chr8,143545377,BAI1
206089_at,chr11,20691117,NELL1
206090_s_at,chr1,231762561,DISC1
206091_at,chr2,-20191813,MATN3
206092_x_at,chr20,62289163,RTEL1
206094_x_at,chr2,234601512,UGT1A6
206095_s_at,chr1,-38912,SRSF10
206096_at,chr3,44690233,ZNF35
206097_at,chr11,-2909327,SLC22A18AS
206098_at,chr9,-125670335,ZBTB6
206099_at,chr14,61788515,PRKCH
206100_at,chr12,-69244956,CPM
206101_at,chr9,-95255829,ECM2
206103_at,chr17,79989532,RAC3
206104_at,chr5,50678958,ISL1
206105_at,chrX,147800615,AFF2
206106_at,chr22,-50691331,MAPK12
206107_at,chr16,-318310,RGS11
206109_at,chr19,-49251268,FUT1
206110_at,chr6,27777842,HIST1H3H
206111_at,chr14,21423630,RNASE2
206112_at,chr7,117864712,ANKRD7
206114_at,chr2,-222282747,EPHA4
206115_at,chr8,-22545174,EGR3
206118_at,chr2,-191894302,STAT4
206119_at,chr5,78407604,BHMT
206120_at,chr19,51728335,CD33
206121_at,chr1,-115215720,AMPD1
206122_at,chr17,-7491498,SOX15
206123_at,chr17,18128936,LLGL1
206125_s_at,chr19,-51499264,KLK8
206126_at,chr11,118764101,CXCR5
206127_at,chr12,96588207,ELK3
206128_at,chr4,3768296,ADRA2C
206129_s_at,chr5,-78073037,ARSB
206130_s_at,chr17,-7004641,ASGR2
206131_at,chr6,-35762759,CLPS
206132_at,chr5,-112357796,MCC
206133_at,chr17,6659156,XAF1
206134_at,chr8,24241798,ADAMDEC1
206136_at,chr2,-208627310,FZD5
206139_at,chr1,-151264273,PI4KB
206140_at,chr9,126773889,LHX2
206141_at,chr20,49575363,MOCS3
206142_at,chr19,58570607,ZNF135
206143_at,chr7,-107405912,SLC26A3
206144_at,chr3,-65339906,MAGI1
206145_at,chr6,-49572890,RHAG
206147_x_at,chrX,-18257433,SCML2
206148_at,chrX,1405509,IL3RA
206149_at,chr16,23765948,CHP2
206150_at,chr12,6554051,CD27
206151_x_at,chr1,22303418,CELA3B
206153_at,chr19,-16023180,CYP4F11
206154_at,chr15,-89753098,RLBP1
206155_at,chr10,101542463,ABCC2
206156_at,chr1,35220721,GJB5
206157_at,chr3,157154580,PTX3
206158_s_at,chr3,-128886658,CNBP
206159_at,chr10,-48425788,GDF10
206160_at,chr6,41020940,APOBEC2
206161_s_at,chr19,-55684469,SYT5
206163_at,chr13,-36047926,MAB21L1
206165_s_at,chr1,86889769,CLCA2
206167_s_at,chrX,-11161517,ARHGAP6
206170_at,chr5,148206156,ADRB2
206171_at,chr1,-112025970,ADORA3
206172_at,chrX,-114238538,IL13RA2
206173_x_at,chr15,-50578077,GABPB1
206174_s_at,chr9,-127908852,PPP6C
206175_x_at,chr19,44529494,ZNF222
206176_at,chr6,7727011,BMP6
206177_s_at,chr6,131894344,ARG1
206178_at,chr1,20396701,PLA2G5
206179_s_at,chr5,-659977,TPPP
206181_at,chr1,-160579891,SLAMF1
206182_at,chr19,58125830,ZNF134
206183_s_at,chr4,89513647,HERC3
206184_at,chr22,21271714,CRKL
206185_at,chr22,-26995362,CRYBB1
206186_at,chr17,-41878167,MPP3
206187_at,chr19,-47123725,PTGIR
206189_at,chr4,-96083656,UNC5C
206190_at,chr2,128403439,GPR17
206191_at,chr3,40428673,ENTPD3
206192_at,chr6,-2431222,CDSN
206194_at,chr12,54410642,HOXC4
206196_s_at,chr17,42385927,RUNDC3A
206197_at,chr5,-137450861,NME5
206200_s_at,chr10,-81914880,ANXA11
206201_s_at,chr7,-15650837,MEOX2
206203_at,chr17,-9801027,RCVRN
206204_at,chr2,-165349323,GRB14
206206_at,chr5,-66478104,CD180
206207_at,chr19,-40221893,CLC
206209_s_at,chr17,58227302,CA4
206210_s_at,chr16,56995835,CETP
206211_at,chr1,-169691781,SELE
206212_at,chr7,129906703,CPA2
206213_at,chr12,-49359123,WNT10B
206214_at,chr6,-46672053,PLA2G7
206215_at,chr11,-132284875,OPCML
206216_at,chrX,153046456,SRPK3
206217_at,chrX,68835911,EDA
206218_at,chrX,30233675,MAGEB2
206219_s_at,chr19,6772679,VAV1
206220_s_at,chr13,-114747194,RASA3
206222_at,chr8,22960327,TNFRSF10C
206224_at,chr20,-23728190,CST1
206227_at,chr15,-65488337,CILP
206230_at,chr17,35294772,LHX1
206231_at,chr19,18062111,KCNN1
206233_at,chr18,-29202209,B4GALT6
206234_s_at,chr12,132312941,MMP17
206235_at,chr13,-108859792,LIG4
206236_at,chr19,-46093023,GPR4
206238_s_at,chr12,-42550907,YAF2
206239_s_at,chr5,-147204143,SPINK1
206240_s_at,chr19,12273872,ZNF136
206241_at,chr6,117002367,KPNA5
206242_at,chr17,4675187,TM4SF5
206243_at,chr3,-12194568,TIMP4
206246_at,chr3,-48555117,PFKFB4
206247_at,chr6,31465855,MICB
206248_at,chr2,45879043,PRKCE
206249_at,chr3,185080836,MAP3K13
206251_s_at,chr12,-63536539,AVPR1A
206253_at,chr11,-83166056,DLG2
206254_at,chr4,110834040,EGF
206255_at,chr8,11351521,BLK
206256_at,chr10,-101802065,CPN1
206258_at,chr18,-44259081,ST8SIA5
206259_at,chr2,128175996,PROC
206260_at,chr3,44916098,TGM4
206261_at,chr10,-44051793,ZNF239
206262_at,chr4,-100257649,ADH1C
206263_at,chr1,171283486,FMO4
206267_s_at,chr19,-3777967,MATK
206268_at,chr1,-226073982,LEFTY1
206269_at,chr6,-52991760,GCM1
206270_at,chr19,54385467,PRKCG
206271_at,chr4,186990309,TLR3
206272_at,chr1,229440129,SPHAR
206273_at,chr18,12407895,SLMO1
206276_at,chr8,-143866298,LY6D
206277_at,chr11,72929502,P2RY2
206278_at,chr1,-28473677,PTAFR
206279_at,chrY,7142013,PRKY
206280_at,chr5,-19473155,CDH18
206281_at,chr18,905297,ADCYAP1
206282_at,chr2,-182540833,NEUROD1
206283_s_at,chr1,-47681963,TAL1
206285_at,chr2,-110880914,NPHP1
206286_s_at,chr3,46619076,TDGF1
206288_at,chr5,-114546527,PGGT1B
206289_at,chr7,-27168126,HOXA4
206290_s_at,chr1,-240938817,RGS7
206291_at,chr12,86268073,NTS
206292_s_at,chr19,-48373723,SULT2A1
206294_at,chr1,119957743,HSD3B2
206295_at,chr11,-112013974,IL18
206297_at,chr1,15764938,CTRC
206301_at,chr4,-48137800,TEC
206304_at,chr1,-203136939,MYBPH
206305_s_at,chr1,57320443,C8A
206306_at,chr15,33603177,RYR3
206308_at,chr10,-17184982,TRDMT1
206309_at,chr13,-53277400,LECT1
206310_at,chr4,-57676034,SPINK2
206311_s_at,chr12,-120759914,PLA2G1B
206312_at,chr12,-14765568,GUCY2C
206313_at,chr6,-4429151,HLA-DOA
206314_at,chr3,44596713,ZKSCAN7
206315_at,chr19,-18704035,CRLF1
206317_s_at,chr7,150725510,ABCB8
206318_at,chr20,-44169265,EPPIN
206320_s_at,chr13,-37418968,SMAD9
206321_at,chr19,-14072342,RFX1
206322_at,chr22,-32908540,SYN3
206323_x_at,chrX,-67262186,OPHN1
206324_s_at,chr15,-64199235,DAPK2
206325_at,chr14,-94770585,SERPINA6
206326_at,chr18,56887400,GRP
206327_s_at,chr16,89238163,CDH15
206329_at,chr1,26348271,EXTL1
206330_s_at,chr9,-91620686,SHC3
206331_at,chr2,-188207849,CALCRL
206332_s_at,chr1,158979682,IFI16
206333_at,chr12,-120779133,MSI1
206334_at,chr10,90424146,LIPF
206335_at,chr16,-88880142,GALNS
206336_at,chr4,74702273,CXCL6
206337_at,chr17,-38710022,CCR7
206338_at,chr19,-11562143,ELAVL3
206339_at,chr5,71014990,CARTPT
206340_at,chr12,100867551,NR1H4
206343_s_at,chr8,32405728,NRG1
206344_at,chr7,-94927669,PON1
206346_at,chr5,-35055802,PRLR
206349_at,chr10,95517566,LGI1
206350_at,chr1,159557616,APCS
206353_at,chr16,-31439052,COX6A2
206354_at,chr12,20963638,SLCO1B3
206355_at,chr18,11689014,GNAL
206358_at,chr16,-11374693,PRM1
206361_at,chr11,-60618398,PTGDR2
206362_x_at,chr19,40697651,MAP3K10
206365_at,chr1,168545711,XCL1
206367_at,chr1,-204123944,REN
206368_at,chr5,175298501,CPLX2
206370_at,chr7,106505924,PIK3CG
206371_at,chr11,71846771,FOLR3
206372_at,chr12,81101408,MYF6
206373_at,chr3,147127181,ZIC1
206374_at,chr11,-1575281,DUSP8
206375_s_at,chr5,53751431,HSPB3
206377_at,chr6,1390069,FOXF2
206378_at,chr11,62037630,SCGB2A2
206379_at,chr1,-28296855,EYA3
206380_s_at,chrX,-47483612,CFP
206381_at,chr2,166150341,SCN2A
206382_s_at,chr11,-27676442,BDNF
206384_at,chr16,24266874,CACNG3
206385_s_at,chr10,-61786056,ANK3
206386_at,chrX,-105277190,SERPINA7
206387_at,chr13,-28536205,CDX2
206388_at,chr12,20522179,PDE3A
206390_x_at,chr4,-74846542,PF4
206393_at,chr11,1860233,TNNI2
206394_at,chr19,50936160,MYBPC2
206395_at,chr3,-185864990,DGKG
206397_x_at,chr19,-18979361,GDF1
206398_s_at,chr16,28943260,CD19
206400_at,chr19,-39261608,LGALS7
206404_at,chr13,22245215,FGF9
206405_x_at,chr17,5031687,USP6
206406_at,chr1,152850798,SMCP
206407_s_at,chr17,32683471,CCL13
206409_at,chr21,-32490736,TIAM1
206410_at,chr1,-27237975,NR0B2
206411_s_at,chr1,-179079716,ABL2
206412_at,chr5,108083523,FER
206413_s_at,chr14,96152754,TCL1B
206414_s_at,chr2,9346894,ASAP2
206415_at,chr4,166794410,TLL1
206416_at,chr16,3162563,ZNF205
206417_at,chr4,-47937994,CNGA1
206418_at,chrX,-100098313,NOX1
206419_at,chr1,-151778547,RORC
206420_at,chr16,-21652605,IGSF6
206421_s_at,chr18,61420281,SERPINB7
206422_at,chr2,-162999379,GCG
206423_at,chr1,11249398,ANGPTL7
206424_at,chr10,94833647,CYP26A1
206425_s_at,chr4,-122800183,TRPC3
206426_at,chr9,5890909,MLANA
206429_at,chr5,76114833,F2RL1
206430_at,chr5,149546344,CDX1
206432_at,chr8,-122625271,HAS2
206434_at,chr4,-167654536,SPOCK3
206436_at,chr22,43808020,MPPED1
206437_at,chr19,3178736,S1PR4
206439_at,chr12,-91357456,EPYC
206440_at,chr12,-81191171,LIN7A
206442_at,chr20,43835638,SEMG1
206443_at,chr9,77112252,RORB
206444_at,chr12,54955228,PDE1B
206445_s_at,chr19,50180409,PRMT1
206446_s_at,chr12,-51722227,CELA1
206449_s_at,chr3,-186951870,MASP1
206450_at,chr9,136501485,DBH
206454_s_at,chr3,129247482,RHO
206457_s_at,chr1,54359861,DIO1
206458_s_at,chr1,113051370,WNT2B
206461_x_at,chr16,56703726,MT1H
206462_s_at,chr15,-88419988,NTRK3
206463_s_at,chr14,24105573,DHRS2
206464_at,chrX,15518900,BMX
206465_at,chr15,-78463187,ACSBG1
206467_x_at,chr20,62328004,TNFRSF6B
206468_s_at,chr1,171750761,METTL13
206469_x_at,chr1,-19609057,AKR7A3
206471_s_at,chr12,94656297,PLXNC1
206472_s_at,chr15,-70340543,TLE3
206474_at,chr12,-96672039,CDK17
206476_s_at,chr19,-46442771,NOVA2
206480_at,chr5,179220986,LTC4S
206481_s_at,chr4,-16503165,LDB2
206482_at,chr20,-62159776,PTK6
206483_at,chr8,-133584447,LRRC6
206485_at,chr11,60869930,CD5
206486_at,chr12,6881670,LAG3
206488_s_at,chr7,80267832,CD36
206490_at,chr18,-3496030,DLGAP1
206491_s_at,chr19,-47990891,NAPA
206492_at,chr3,-59735036,FHIT
206493_at,chr17,-42449550,ITGA2B
206498_at,chr15,-28000023,OCA2
206499_s_at,chr1,28832455,RCC1
206502_s_at,chr20,20348765,INSM1
206504_at,chr20,-52769988,CYP24A1
206505_at,chr4,-70345883,UGT2B4
206508_at,chr19,-6585850,CD70
206509_at,chr7,142829174,PIP
206511_s_at,chr2,-45232324,SIX2
206512_at,chr5,112196885,SRP19
206513_at,chr1,-159032275,AIM2
206515_at,chr19,15751707,CYP4F3
206516_at,chr19,2249113,AMH
206517_at,chr16,-66942025,CDH16
206518_s_at,chr17,63133456,RGS9
206521_s_at,chr14,-81641796,GTF2A1
206522_at,chr7,141695679,MGAM
206523_at,chr7,-6201412,CYTH3
206524_at,chr6,-166571146,T
206525_at,chr6,-89887223,GABRR1
206527_at,chr16,8814573,ABAT
206529_x_at,chr7,107301080,SLC26A4
206530_at,chr11,-82692478,RAB30
206531_at,chr19,-38701649,DPF1
206533_at,chr15,78857862,CHRNA5
206534_at,chr16,-9847265,GRIN2A
206535_at,chr3,-170714137,SLC2A2
206536_s_at,chrX,122994017,XIAP
206538_at,chr3,138067508,MRAS
206539_s_at,chr19,15783828,CYP4F12
206541_at,chr4,187148672,KLKB1
206545_at,chr2,204571198,CD28
206546_at,chr20,-58438618,SYCP2
206547_s_at,chrX,18709045,PPEF1
206549_at,chr9,5231419,INSL4
206550_s_at,chr5,-37291941,NUP155
206552_s_at,chr7,97361271,TAC1
206554_x_at,chr3,4344988,SETMAR
206556_at,chr18,596998,CLUL1
206558_at,chr21,38071991,SIM2
206559_x_at,chr6,-74225473,EEF1A1
206560_s_at,chr19,41281282,MIA
206561_s_at,chr7,134212344,AKR1B10
206562_s_at,chr5,-148874845,CSNK1A1
206563_s_at,chr20,62711471,OPRL1
206565_x_at,chr5,-69434689,SMA4
206566_at,chr13,-30083551,SLC7A1
206567_s_at,chr20,34359923,PHF20
206568_at,chr2,-217724182,TNP1
206569_at,chr1,207070788,IL24
206570_s_at,chr19,-43511809,PSG11
206571_s_at,chr2,102314165,MAP4K4
206572_x_at,chr19,21106059,ZNF85
206573_at,chr8,-133133105,KCNQ3
206575_at,chrX,18443725,CDKL5
206576_s_at,chr19,-43011458,CEACAM1
206577_at,chr6,153071932,VIP
206578_at,chr5,-172659107,NKX2-5
206579_at,chr6,28109716,ZKSCAN8
206580_s_at,chr11,-65633912,EFEMP2
206581_at,chr15,-83924655,BNC1
206585_at,chr15,23810454,MKRN3
206586_at,chr1,-24200460,CNR2
206587_at,chr17,-33254878,CCT6B
206588_at,chr3,-16628301,DAZL
206589_at,chr1,-92940318,GFI1
206591_at,chr11,36589563,RAG1
206592_s_at,chr19,-2100987,AP3D1
206593_s_at,chr9,-136207755,MED22
206595_at,chr11,65779462,CST6
206596_s_at,chr14,-24549316,NRL
206598_at,chr11,-2181009,INS
206602_s_at,chr2,177028805,HOXD3
206603_at,chr17,7185054,SLC2A4
206604_at,chr11,65554505,OVOL1
206605_at,chr12,-48103518,ENDOU
206606_at,chr15,58724175,LIPC
206607_at,chr11,119076986,CBL
206608_s_at,chr14,21756136,RPGRIP1
206609_at,chrX,140991642,MAGEC1
206610_s_at,chr4,187187118,F11
206612_at,chr17,65040652,CACNG1
206613_s_at,chr1,-222731244,TAF1A
206614_at,chr20,-34021149,GDF5
206615_s_at,chr7,87563566,ADAM22
206617_s_at,chrX,-153200722,RENBP
206618_at,chr2,102979097,IL18R1
206619_at,chr8,-42231586,DKK4
206620_at,chr17,-18923990,GRAP
206621_s_at,chr7,73588706,EIF4H
206622_at,chr3,129693114,TRH
206623_at,chr5,-149237519,PDE6A
206624_at,chrY,14813160,USP9Y
206625_at,chr6,-42664333,PRPH2
206627_s_at,chrX,48114797,SSX1
206628_at,chr22,32439019,SLC5A1
206630_at,chr11,88911040,TYR
206631_at,chr14,52781016,PTGER2
206632_s_at,chr22,39378404,APOBEC3B
206633_at,chr2,-175612323,CHRNA1
206634_at,chr2,45169037,SIX3
206635_at,chr1,154540257,CHRNB2
206636_at,chr3,141205926,RASA2
206638_at,chr2,-231972950,HTR2B
206639_x_at,chr4,70916159,HTN1
206640_x_at,chrX,49335065,GAGE12I
206641_at,chr16,12058964,TNFRSF17
206642_at,chr18,28898052,DSG1
206643_at,chr12,-96366440,HAL
206644_at,chrX,-30322539,NR0B1
206646_at,chr12,57853934,GLI1
206647_at,chr16,202854,HBZ
206649_s_at,chrX,-48886242,TFE3
206651_s_at,chr13,-46627322,CPB2
206653_at,chr5,89770681,POLR3G
206656_s_at,chr20,-24943580,APMAP
206660_at,chr22,-23915313,IGLL1
206662_at,chr5,-95149553,GLRX
206663_at,chr7,21467689,SP4
206664_at,chr3,-164696686,SI
206666_at,chr5,54320107,GZMK
206671_at,chr2,234216309,SAG
206672_at,chr12,50344524,AQP2
206673_at,chr15,-40092931,GPR176
206674_at,chr13,-28577411,FLT3
206676_at,chr19,-43084395,CEACAM8
206677_at,chr17,-39549977,KRT31
206678_at,chr5,161274197,GABRA1
206679_at,chr9,-72042449,APBA1
206680_at,chr1,-157800704,CD5L
206681_x_at,chr16,-20321811,GP2
206682_at,chr17,-6977856,CLEC10A
206683_at,chr6,28048482,ZNF165
206684_s_at,chr12,-53905843,ATF7
206686_at,chr2,173420779,PDK1
206687_s_at,chr12,7055740,PTPN6
206688_s_at,chr7,99036563,CPSF4
206689_x_at,chr11,65479473,KAT5
206690_at,chr17,-31340106,ASIC2
206691_s_at,chr16,333118,PDIA2
206692_at,chr1,-160007257,KCNJ10
206693_at,chr8,-79645007,IL7
206694_at,chr10,118350490,PNLIPRP1
206695_x_at,chr19,-21987751,ZNF43
206696_at,chrX,-9693453,GPR143
206697_s_at,chr16,72088508,HP
206698_at,chrX,37545133,XK
206699_x_at,chr19,47524143,NPAS1
206700_s_at,chrY,-21867301,KDM5D
206702_at,chr9,27109147,TEK
206703_at,chr17,7348406,CHRNB1
206704_at,chrX,49832215,CLCN5
206705_at,chr6,-35465651,TULP1
206706_at,chr12,5603298,NTF3
206708_at,chr2,48541795,FOXN2
206709_x_at,chr8,145729465,GPT
206711_at,chrX,144908928,TMEM257
206714_at,chr17,7942358,ALOX15B
206715_at,chr7,-115575202,TFEC
206716_at,chr16,-20344373,UMOD
206717_at,chr17,-10293642,MYH8
206718_at,chr11,-8245851,LMO1
206719_at,chr19,48867651,SYNGR4
206720_at,chr2,135011830,MGAT5
206723_s_at,chr19,-19734466,LPAR2
206724_at,chr17,-77806955,CBX4
206726_at,chr4,-95219707,HPGDS
206727_at,chr5,-39284378,C9
206729_at,chr1,12123434,TNFRSF8
206730_at,chrX,122318096,GRIA3
206733_at,chr19,-49384222,TULP2
206734_at,chr11,96123158,JRKL
206735_at,chr20,-61974662,CHRNA4
206737_at,chr11,-75897370,WNT11
206738_at,chr19,45445495,APOC4
206739_at,chr12,54410642,HOXC5
206741_at,chr3,-8661086,SSUH2
206742_at,chrX,-15363713,FIGF
206743_s_at,chr17,-7076751,ASGR1
206744_s_at,chr13,-20411593,ZMYM5
206745_at,chr12,54366910,HOXC11
206746_at,chr20,-17474550,BFSP1
206749_at,chr1,-158297740,CD1B
206750_at,chr7,1570368,MAFK
